dataID,originalLabel,trueLabel,llama3.2:1b_EMO01,e1,e2,title,abstract,llama3.2:1b_EMO01__raw
576,none,0,0,ketamine,asystole,pre-treatment of bupivacaine-induced cardiovascular depression using different lipid formulations of propofol.,"background: pre-treatment with lipid emulsions has been shown to increase lethal doses of bupivacaine, and the lipid content of propofol may alleviate bupivacaine-induced cardiotoxicity. the aim of this study is to investigate the effects of propofol in intralipid or medialipid emulsions on bupivacaine-induced cardiotoxicity. methods: rats were anaesthetised with ketamine and were given 0.5 mg/kg/min propofol in intralipid (group p), propofol in medialipid (group l), or saline (group c) over 20 min. thereafter, 2 mg/kg/min bupivacaine 0.5% was infused. we recorded time to first dysrhythmia occurrence, respective times to 25% and 50% reduction of the heart rate (hr) and mean arterial pressure, and time to asystole and total amount of bupivacaine consumption. blood and tissue samples were collected following asystole. results: the time to first dysrhythmia occurrence, time to 25% and 50% reductions in hr, and time to asystole were longer in group p than the other groups. the cumulative bupivacaine dose given at those time points was higher in group p. plasma bupivacaine levels were significantly lower in group p than in group c. bupivacaine levels in the brain and heart were significantly lower in group p and group l than in group c. conclusion: we conclude that pre-treatment with propofol in intralipid, compared with propofol in medialipid or saline, delayed the onset of bupivacaine-induced cardiotoxic effects as well as reduced plasma bupivacaine levels. further studies are needed to explore tissue bupivacaine levels of propofol in medialipid and adapt these results to clinical practice.","1: No
2: No
3: No
4: No
5: No"
577,none,0,0,ketamine,cardiotoxic,pre-treatment of bupivacaine-induced cardiovascular depression using different lipid formulations of propofol.,"background: pre-treatment with lipid emulsions has been shown to increase lethal doses of bupivacaine, and the lipid content of propofol may alleviate bupivacaine-induced cardiotoxicity. the aim of this study is to investigate the effects of propofol in intralipid or medialipid emulsions on bupivacaine-induced cardiotoxicity. methods: rats were anaesthetised with ketamine and were given 0.5 mg/kg/min propofol in intralipid (group p), propofol in medialipid (group l), or saline (group c) over 20 min. thereafter, 2 mg/kg/min bupivacaine 0.5% was infused. we recorded time to first dysrhythmia occurrence, respective times to 25% and 50% reduction of the heart rate (hr) and mean arterial pressure, and time to asystole and total amount of bupivacaine consumption. blood and tissue samples were collected following asystole. results: the time to first dysrhythmia occurrence, time to 25% and 50% reductions in hr, and time to asystole were longer in group p than the other groups. the cumulative bupivacaine dose given at those time points was higher in group p. plasma bupivacaine levels were significantly lower in group p than in group c. bupivacaine levels in the brain and heart were significantly lower in group p and group l than in group c. conclusion: we conclude that pre-treatment with propofol in intralipid, compared with propofol in medialipid or saline, delayed the onset of bupivacaine-induced cardiotoxic effects as well as reduced plasma bupivacaine levels. further studies are needed to explore tissue bupivacaine levels of propofol in medialipid and adapt these results to clinical practice.","1: No
2: No
3: No
4: No
5: No"
578,cid,1,0,fluvastatin,drug-induced acute liver injury,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
579,cid,1,0,fluvastatin,drug-induced liver injury,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
580,cid,1,0,fluvastatin,liver damage,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
581,cid,1,0,fluvastatin,nausea,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
582,cid,1,0,fluvastatin,anorexia,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
583,cid,1,0,fluvastatin,abdominal pain,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
584,cid,1,1,fluvastatin,hepatic damage,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
585,none,0,-1,statins,drug-induced acute liver injury,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
586,none,0,-1,statins,drug-induced liver injury,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
587,none,0,-1,statins,liver damage,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: Yes
8: 8
9: 10
10: 10"
588,none,0,0,statins,nausea,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
589,none,0,0,statins,anorexia,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
590,none,0,0,statins,abdominal pain,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
591,none,0,1,statins,hepatic damage,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
592,none,0,1,creatine,drug-induced acute liver injury,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
593,none,0,1,creatine,drug-induced liver injury,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
594,none,0,1,creatine,liver damage,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
595,none,0,1,creatine,nausea,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
596,none,0,1,creatine,anorexia,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
597,none,0,1,creatine,abdominal pain,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: Yes
5: Yes
6: Yes
7: Yes
8: Yes
9: Yes
10: Yes"
598,none,0,0,creatine,hepatic damage,drug-induced acute liver injury within 12 hours after fluvastatin therapy.,"although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. a 52-year-old chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. his laboratory values showed elevated creatine kinase and transaminases. testing for autoantibodies was also negative. the liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.","1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No"
599,cid,1,0,fluconazole,agranulocytosis,fluconazole associated agranulocytosis and thrombocytopenia.,"case: we describe a second case of fluconazole associated agranulocytosis with thrombocytopenia and recovery upon discontinuation of therapy. the patient began to have changes in white blood cells and platelets within 48 h of administration of fluconazole and began to recover with 48 h of discontinuation. this case highlights that drug-induced blood dyscrasias can occur unexpectedly as a result of treatment with a commonly used drug thought to be ""safe"". conclusion: according to naranjo's algorithm the likelihood that our patient's agranulocytosis and thrombocytopenia occurred as a result of therapy with fluconazole is probable, with a total of six points. we feel that the weight of the overall evidence of this evidence is strong. in particular the temporal relationship of bone marrow suppression to the initiation of fluconazole and the abatement of symptoms that rapidly reversed immediately following discontinuation.","1: No
2: No
3: No
4: Yes"
600,cid,1,0,fluconazole,thrombocytopenia,fluconazole associated agranulocytosis and thrombocytopenia.,"case: we describe a second case of fluconazole associated agranulocytosis with thrombocytopenia and recovery upon discontinuation of therapy. the patient began to have changes in white blood cells and platelets within 48 h of administration of fluconazole and began to recover with 48 h of discontinuation. this case highlights that drug-induced blood dyscrasias can occur unexpectedly as a result of treatment with a commonly used drug thought to be ""safe"". conclusion: according to naranjo's algorithm the likelihood that our patient's agranulocytosis and thrombocytopenia occurred as a result of therapy with fluconazole is probable, with a total of six points. we feel that the weight of the overall evidence of this evidence is strong. in particular the temporal relationship of bone marrow suppression to the initiation of fluconazole and the abatement of symptoms that rapidly reversed immediately following discontinuation.","1: No
2: No
3: No
4: Yes"
601,none,0,0,fluconazole,blood dyscrasias,fluconazole associated agranulocytosis and thrombocytopenia.,"case: we describe a second case of fluconazole associated agranulocytosis with thrombocytopenia and recovery upon discontinuation of therapy. the patient began to have changes in white blood cells and platelets within 48 h of administration of fluconazole and began to recover with 48 h of discontinuation. this case highlights that drug-induced blood dyscrasias can occur unexpectedly as a result of treatment with a commonly used drug thought to be ""safe"". conclusion: according to naranjo's algorithm the likelihood that our patient's agranulocytosis and thrombocytopenia occurred as a result of therapy with fluconazole is probable, with a total of six points. we feel that the weight of the overall evidence of this evidence is strong. in particular the temporal relationship of bone marrow suppression to the initiation of fluconazole and the abatement of symptoms that rapidly reversed immediately following discontinuation.","1: No
2: No
3: No
4: Yes"
602,none,0,1,fluconazole,bone marrow suppression,fluconazole associated agranulocytosis and thrombocytopenia.,"case: we describe a second case of fluconazole associated agranulocytosis with thrombocytopenia and recovery upon discontinuation of therapy. the patient began to have changes in white blood cells and platelets within 48 h of administration of fluconazole and began to recover with 48 h of discontinuation. this case highlights that drug-induced blood dyscrasias can occur unexpectedly as a result of treatment with a commonly used drug thought to be ""safe"". conclusion: according to naranjo's algorithm the likelihood that our patient's agranulocytosis and thrombocytopenia occurred as a result of therapy with fluconazole is probable, with a total of six points. we feel that the weight of the overall evidence of this evidence is strong. in particular the temporal relationship of bone marrow suppression to the initiation of fluconazole and the abatement of symptoms that rapidly reversed immediately following discontinuation.","1: No
2: No
3: No
4: Yes"
603,cid,1,0,epirubicine,cardiotoxicity,two-dimensional speckle tracking echocardiography combined with high-sensitive cardiac troponin t in early detection and prediction of cardiotoxicity during epirubicine-based chemotherapy.,"aims: to investigate whether alterations of myocardial strain and high-sensitive cardiac troponin t (ctnt) could predict future cardiac dysfunction in patients after epirubicin exposure. methods: seventy-five patients with non-hodgkin lymphoma treated with epirubicin were studied. blood collection and echocardiography were performed at baseline, 1 day after the third cycle, and 1 day after completion of chemotherapy. patients were studied using echocardiography during follow-up. global longitudinal (gls), circumferential (gcs), and radial strain (grs) were calculated using speckle tracking echocardiography. left ventricular ejection fraction was analysed by real-time 3d echocardiography. cardiotoxicity was defined as a reduction of the lvef of >5% to <55% with symptoms of heart failure or an asymptomatic reduction of the lvef of >10% to <55%. results: fourteen patients (18.67%) developed cardiotoxicity after treatment. gls (-18.48 + 1.72% vs. -15.96 + 1.6%), gcs (-20.93 + 2.86% vs. -19.20 + 3.21%), and grs (39.23 + 6.44% vs. 34.98 + 6.2%) were markedly reduced and ctnt was elevated from 0.0010 + 0.0020 to 0.0073 + 0.0038 ng/ml (p all < 0.01) at the completion of chemotherapy compared with baseline values. a >15.9% decrease in gls [sensitivity, 86%; specificity, 75%; area under the curve (auc) = 0.815; p = 0.001] and a >0.004 ng/ml elevation in ctnt (sensitivity, 79%; specificity, 64%; auc = 0.757; p = 0.005) from baseline to the third cycle of chemotherapy predicted later cardiotoxicity. the decrease in gls remained the only independent predictor of cardiotoxicity (p = 0.000). conclusions: gls combined with ctnt may provide a reliable and non-invasive method to predict cardiac dysfunction in patients receiving anthracycline-based chemotherapy.","1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: Yes"
604,none,0,0,epirubicine,myocardial strain,two-dimensional speckle tracking echocardiography combined with high-sensitive cardiac troponin t in early detection and prediction of cardiotoxicity during epirubicine-based chemotherapy.,"aims: to investigate whether alterations of myocardial strain and high-sensitive cardiac troponin t (ctnt) could predict future cardiac dysfunction in patients after epirubicin exposure. methods: seventy-five patients with non-hodgkin lymphoma treated with epirubicin were studied. blood collection and echocardiography were performed at baseline, 1 day after the third cycle, and 1 day after completion of chemotherapy. patients were studied using echocardiography during follow-up. global longitudinal (gls), circumferential (gcs), and radial strain (grs) were calculated using speckle tracking echocardiography. left ventricular ejection fraction was analysed by real-time 3d echocardiography. cardiotoxicity was defined as a reduction of the lvef of >5% to <55% with symptoms of heart failure or an asymptomatic reduction of the lvef of >10% to <55%. results: fourteen patients (18.67%) developed cardiotoxicity after treatment. gls (-18.48 + 1.72% vs. -15.96 + 1.6%), gcs (-20.93 + 2.86% vs. -19.20 + 3.21%), and grs (39.23 + 6.44% vs. 34.98 + 6.2%) were markedly reduced and ctnt was elevated from 0.0010 + 0.0020 to 0.0073 + 0.0038 ng/ml (p all < 0.01) at the completion of chemotherapy compared with baseline values. a >15.9% decrease in gls [sensitivity, 86%; specificity, 75%; area under the curve (auc) = 0.815; p = 0.001] and a >0.004 ng/ml elevation in ctnt (sensitivity, 79%; specificity, 64%; auc = 0.757; p = 0.005) from baseline to the third cycle of chemotherapy predicted later cardiotoxicity. the decrease in gls remained the only independent predictor of cardiotoxicity (p = 0.000). conclusions: gls combined with ctnt may provide a reliable and non-invasive method to predict cardiac dysfunction in patients receiving anthracycline-based chemotherapy.","1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: Yes"
605,none,0,0,epirubicine,cardiac dysfunction,two-dimensional speckle tracking echocardiography combined with high-sensitive cardiac troponin t in early detection and prediction of cardiotoxicity during epirubicine-based chemotherapy.,"aims: to investigate whether alterations of myocardial strain and high-sensitive cardiac troponin t (ctnt) could predict future cardiac dysfunction in patients after epirubicin exposure. methods: seventy-five patients with non-hodgkin lymphoma treated with epirubicin were studied. blood collection and echocardiography were performed at baseline, 1 day after the third cycle, and 1 day after completion of chemotherapy. patients were studied using echocardiography during follow-up. global longitudinal (gls), circumferential (gcs), and radial strain (grs) were calculated using speckle tracking echocardiography. left ventricular ejection fraction was analysed by real-time 3d echocardiography. cardiotoxicity was defined as a reduction of the lvef of >5% to <55% with symptoms of heart failure or an asymptomatic reduction of the lvef of >10% to <55%. results: fourteen patients (18.67%) developed cardiotoxicity after treatment. gls (-18.48 + 1.72% vs. -15.96 + 1.6%), gcs (-20.93 + 2.86% vs. -19.20 + 3.21%), and grs (39.23 + 6.44% vs. 34.98 + 6.2%) were markedly reduced and ctnt was elevated from 0.0010 + 0.0020 to 0.0073 + 0.0038 ng/ml (p all < 0.01) at the completion of chemotherapy compared with baseline values. a >15.9% decrease in gls [sensitivity, 86%; specificity, 75%; area under the curve (auc) = 0.815; p = 0.001] and a >0.004 ng/ml elevation in ctnt (sensitivity, 79%; specificity, 64%; auc = 0.757; p = 0.005) from baseline to the third cycle of chemotherapy predicted later cardiotoxicity. the decrease in gls remained the only independent predictor of cardiotoxicity (p = 0.000). conclusions: gls combined with ctnt may provide a reliable and non-invasive method to predict cardiac dysfunction in patients receiving anthracycline-based chemotherapy.","1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: Yes"
606,none,0,0,epirubicine,non-hodgkin lymphoma,two-dimensional speckle tracking echocardiography combined with high-sensitive cardiac troponin t in early detection and prediction of cardiotoxicity during epirubicine-based chemotherapy.,"aims: to investigate whether alterations of myocardial strain and high-sensitive cardiac troponin t (ctnt) could predict future cardiac dysfunction in patients after epirubicin exposure. methods: seventy-five patients with non-hodgkin lymphoma treated with epirubicin were studied. blood collection and echocardiography were performed at baseline, 1 day after the third cycle, and 1 day after completion of chemotherapy. patients were studied using echocardiography during follow-up. global longitudinal (gls), circumferential (gcs), and radial strain (grs) were calculated using speckle tracking echocardiography. left ventricular ejection fraction was analysed by real-time 3d echocardiography. cardiotoxicity was defined as a reduction of the lvef of >5% to <55% with symptoms of heart failure or an asymptomatic reduction of the lvef of >10% to <55%. results: fourteen patients (18.67%) developed cardiotoxicity after treatment. gls (-18.48 + 1.72% vs. -15.96 + 1.6%), gcs (-20.93 + 2.86% vs. -19.20 + 3.21%), and grs (39.23 + 6.44% vs. 34.98 + 6.2%) were markedly reduced and ctnt was elevated from 0.0010 + 0.0020 to 0.0073 + 0.0038 ng/ml (p all < 0.01) at the completion of chemotherapy compared with baseline values. a >15.9% decrease in gls [sensitivity, 86%; specificity, 75%; area under the curve (auc) = 0.815; p = 0.001] and a >0.004 ng/ml elevation in ctnt (sensitivity, 79%; specificity, 64%; auc = 0.757; p = 0.005) from baseline to the third cycle of chemotherapy predicted later cardiotoxicity. the decrease in gls remained the only independent predictor of cardiotoxicity (p = 0.000). conclusions: gls combined with ctnt may provide a reliable and non-invasive method to predict cardiac dysfunction in patients receiving anthracycline-based chemotherapy.","1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: Yes"
607,cid,1,0,epirubicine,heart failure,two-dimensional speckle tracking echocardiography combined with high-sensitive cardiac troponin t in early detection and prediction of cardiotoxicity during epirubicine-based chemotherapy.,"aims: to investigate whether alterations of myocardial strain and high-sensitive cardiac troponin t (ctnt) could predict future cardiac dysfunction in patients after epirubicin exposure. methods: seventy-five patients with non-hodgkin lymphoma treated with epirubicin were studied. blood collection and echocardiography were performed at baseline, 1 day after the third cycle, and 1 day after completion of chemotherapy. patients were studied using echocardiography during follow-up. global longitudinal (gls), circumferential (gcs), and radial strain (grs) were calculated using speckle tracking echocardiography. left ventricular ejection fraction was analysed by real-time 3d echocardiography. cardiotoxicity was defined as a reduction of the lvef of >5% to <55% with symptoms of heart failure or an asymptomatic reduction of the lvef of >10% to <55%. results: fourteen patients (18.67%) developed cardiotoxicity after treatment. gls (-18.48 + 1.72% vs. -15.96 + 1.6%), gcs (-20.93 + 2.86% vs. -19.20 + 3.21%), and grs (39.23 + 6.44% vs. 34.98 + 6.2%) were markedly reduced and ctnt was elevated from 0.0010 + 0.0020 to 0.0073 + 0.0038 ng/ml (p all < 0.01) at the completion of chemotherapy compared with baseline values. a >15.9% decrease in gls [sensitivity, 86%; specificity, 75%; area under the curve (auc) = 0.815; p = 0.001] and a >0.004 ng/ml elevation in ctnt (sensitivity, 79%; specificity, 64%; auc = 0.757; p = 0.005) from baseline to the third cycle of chemotherapy predicted later cardiotoxicity. the decrease in gls remained the only independent predictor of cardiotoxicity (p = 0.000). conclusions: gls combined with ctnt may provide a reliable and non-invasive method to predict cardiac dysfunction in patients receiving anthracycline-based chemotherapy.","1: No
2: No
3: No
4: No
5: No
6: Yes
7: No
8: No
9: No
10: Yes"
